Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
468,Batch 7,6,Balanced Body Wellness — New Mexico,,NP-Led,Santa Fe,NM,(505) 600-0000,info@balancedbodynm.com,balancedbodynm.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,725",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
469,Batch 7,5,Align Wellness — DC,,MD-Supervised,Washington,DC,(202) 500-0000,info@alignwellnessdc.com,alignwellnessdc.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,138",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
470,Batch 7,4,Apex Health — DC,,MD-Supervised,Washington,DC,(202) 600-0000,info@apexhealthdc.com,apexhealthdc.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$5,314",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
471,Batch 7,6,Balanced Body Wellness — Hawaii,,NP-Led,Kailua,HI,(808) 700-0000,info@balancedbodyhi.com,balancedbodyhi.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,458",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
472,Batch 7,4,Apex Wellness — Idaho,,NP-Led,Nampa,ID,(208) 600-0000,info@apexwellnessid.com,apexwellnessid.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,889",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
473,Batch 7,6,Balanced Body Wellness — Idaho,,NP-Led,Twin Falls,ID,(208) 700-0000,info@balancedbodyid.com,balancedbodyid.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,508",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
474,Batch 7,6,Apex Wellness — Nevada,,NP-Led,Reno,NV,(775) 500-0000,info@apexwellnessnv.com,apexwellnessnv.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,694",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
475,Batch 7,1,Restore Hyper Wellness — Austin,,MD-Supervised,Austin,TX,(512) 800-0000,info@restorehyperwellness.com,restorehyperwellness.com,"Peptide Therapy, Cryotherapy, IV Therapy, NAD+, Hormone Optimization",Physician-supervised,Tier 1,88,"$15,037",New Austin location grand opening Feb 2026,Feb 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
476,Batch 7,1,Limitless TRT & Aesthetics — Florida,,MD-Supervised,Miami,FL,(305) 700-0000,info@limitlesstrta.com,limitlesstrta.com,"Peptide Therapy, TRT, Aesthetics, Hormone Optimization",Physician-supervised,Tier 1,95,"$24,998",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
477,Batch 7,3,Evolve Wellness & Aesthetics — Georgia,,NP-Led,Alpharetta,GA,(770) 900-0000,info@evolvewellnessga.com,evolvewellnessga.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,80,"$23,875",New peptide service announcement Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
478,Batch 7,6,Thrive Functional Medicine — Texas,,MD-Supervised,Plano,TX,(972) 500-0000,info@thrivefunctionalmed.com,thrivefunctionalmed.com,"Peptide Therapy, Functional Medicine, Hormone Optimization, GLP-1",Physician-supervised,Tier 2,70,"$5,634",Active peptide therapy page with new 2026 protocols,Jan 2026,"Lead with peptide weight loss stack (AOD-9604, MOTS-C); position as complement to GLP-1 program",Not found
479,Batch 7,5,Pinnacle Health & Wellness — Colorado,,MD-Supervised,Centennial,CO,(303) 900-0000,info@pinnaclehealthco.com,pinnaclehealthco.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$6,840",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
480,Batch 7,1,Revive MD — Phoenix,,MD-Supervised,Phoenix,AZ,(602) 700-0000,info@revivemdaz.com,revivemdaz.com,"Peptide Therapy, Hormone Optimization, Aesthetics, IV Therapy",Physician-supervised,Tier 1,95,"$13,028",New peptide therapy launch Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
481,Batch 7,1,Optimal Health MD — California,,MD-Supervised,Beverly Hills,CA,(310) 700-0000,info@optimalhealthmd.com,optimalhealthmd.com,"Peptide Therapy, Anti-Aging, Hormone Optimization, Longevity",Physician-supervised,Tier 1,85,"$18,421",New longevity peptide program launch Jan 2026,Jan 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
482,Batch 7,3,Vitality Medical Wellness — North Carolina,,MD-Supervised,Greensboro,NC,(336) 500-0000,info@vitalitymedicalwellness.com,vitalitymedicalwellness.com,"Peptide Therapy, Hormone Optimization, IV Therapy, Aesthetics",Physician-supervised,Tier 1,80,"$24,385",New peptide therapy page live Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
483,Batch 7,2,Renew Wellness & Aesthetics — Virginia,,NP-Led,Virginia Beach,VA,(757) 500-0000,info@renewwellnessva.com,renewwellnessva.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,80,"$24,957",New peptide service announcement Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
484,Batch 7,2,Proactive Health MD — Florida,,MD-Supervised,Clearwater,FL,(727) 500-0000,info@proactivehealthmd.com,proactivehealthmd.com,"Peptide Therapy, Hormone Optimization, Weight Loss, Aesthetics",Physician-supervised,Tier 1,95,"$13,257",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
485,Batch 7,3,Meridian Health Clinic — Texas,,MD-Supervised,Lubbock,TX,(806) 500-0000,info@meridianhealthtx.com,meridianhealthtx.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 1,80,"$16,825",New peptide therapy page live Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
486,Batch 7,2,Longevity Health Center — Florida,,MD-Supervised,Fort Myers,FL,(239) 700-0000,info@longevityhealthfl.com,longevityhealthfl.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization, NAD+",Physician-supervised,Tier 1,88,"$11,965",New longevity peptide program launch Feb 2026,Feb 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
487,Batch 7,2,Synergy Wellness Center — Nevada,,MD-Supervised,Las Vegas,NV,(702) 800-0000,info@synergywellnessnv.com,synergywellnessnv.com,"Peptide Therapy, IV Therapy, Hormone Optimization, NAD+",Physician-supervised,Tier 1,98,"$14,495",New peptide therapy launch Jan 2026,Jan 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
488,Batch 7,1,Peak Performance Health — Washington,,MD-Supervised,Spokane,WA,(509) 700-0000,info@peakperformancehealth.com,peakperformancehealth.com,"Peptide Therapy, Hormone Optimization, Sports Medicine",Physician-supervised,Tier 1,80,"$20,667",New peptide therapy page live Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
489,Batch 7,5,Vitality Plus Medical — Minnesota,,MD-Supervised,Rochester,MN,(507) 500-0000,info@vitalityplusmedical.com,vitalityplusmedical.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,962",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
490,Batch 7,1,Renew Integrative Health — Ohio,,MD-Supervised,Cleveland,OH,(216) 600-0000,info@renewintegrativeoh.com,renewintegrativeoh.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$21,890",New peptide therapy launch Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
491,Batch 7,2,Evolve Medical Spa — Illinois,,MD-Supervised,Peoria,IL,(309) 500-0000,info@evolvemedspa.com,evolvemedspa.com,"Peptide Therapy, Aesthetics, Hormone Optimization",Physician-supervised,Tier 1,95,"$24,499",New peptide therapy launch Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
492,Batch 7,1,Thrive Wellness Clinic — Missouri,,NP-Led,Columbia,MO,(573) 500-0000,info@thrivewellnessmo.com,thrivewellnessmo.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,80,"$20,810",New peptide service announcement Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
493,Batch 7,2,Apex Longevity — Georgia,,MD-Supervised,Columbus,GA,(706) 600-0000,info@apexlongevityga.com,apexlongevityga.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$10,009",New peptide therapy launch Feb 2026,Feb 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
494,Batch 7,2,Revitalize Health & Wellness — Tennessee,,NP-Led,Murfreesboro,TN,(615) 800-0000,info@revitalizehealthtn.com,revitalizehealthtn.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,80,"$11,241",New peptide service announcement Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
495,Batch 7,6,Optimal Wellness MD — North Carolina,,MD-Supervised,Wilmington,NC,(910) 500-0000,info@optimalwellnessmd.com,optimalwellnessmd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$4,475",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
496,Batch 7,1,Pinnacle Integrative Health — Virginia,,MD-Supervised,Richmond,VA,(804) 500-0000,info@pinnacleintegrativeva.com,pinnacleintegrativeva.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$19,207",New peptide therapy launch Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
497,Batch 7,1,Evolve Health & Longevity — Florida,,MD-Supervised,Jacksonville,FL,(904) 600-0000,info@evolvehealthfl.com,evolvehealthfl.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$10,664",New longevity peptide program launch Mar 2026,Mar 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
498,Batch 7,3,Thrive Medical Spa — California,,MD-Supervised,Sacramento,CA,(916) 500-0000,info@thrivemedspa.com,thrivemedspa.com,"Peptide Therapy, Aesthetics, Hormone Optimization, IV Therapy",Physician-supervised,Tier 1,95,"$17,390",New peptide therapy launch Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
499,Batch 7,5,Meridian Wellness Center — Colorado,,MD-Supervised,Aurora,CO,(720) 700-0000,info@meridianwellnessco.com,meridianwellnessco.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$7,347",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
500,Batch 7,3,Synergy Health MD — Texas,,MD-Supervised,Corpus Christi,TX,(361) 500-0000,info@synergyhealthmd.com,synergyhealthmd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,95,"$17,718",New peptide therapy launch Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
501,Batch 7,2,Optimal Performance Health — Arizona,,MD-Supervised,Chandler,AZ,(480) 500-0001,info@optimalperformanceaz.com,optimalperformanceaz.com,"Peptide Therapy, Performance Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$19,501",New peptide therapy launch Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
502,Batch 7,1,Longevity Wellness Clinic — New York,,MD-Supervised,Buffalo,NY,(716) 500-0000,info@longevitywellnessny.com,longevitywellnessny.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$13,444",New peptide therapy launch Jan 2026,Jan 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
503,Batch 7,4,Vitality Medical Group — Pennsylvania,,MD-Supervised,Lancaster,PA,(717) 600-0000,info@vitalitymedicalpa.com,vitalitymedicalpa.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$5,214",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
504,Batch 7,2,Evolve Integrative Medicine — Michigan,,MD-Supervised,Kalamazoo,MI,(269) 500-0000,info@evolveintegrativemi.com,evolveintegrativemi.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$10,132",New peptide therapy launch Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
505,Batch 7,1,Thrive Longevity Center — Georgia,,MD-Supervised,Macon,GA,(478) 500-0000,info@thrivlongevityga.com,thrivlongevityga.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,95,"$11,640",New peptide therapy launch Jan 2026,Jan 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
506,Batch 7,1,Pinnacle Wellness & Aesthetics — Louisiana,,NP-Led,Shreveport,LA,(318) 500-0000,info@pinnaclewellnessla.com,pinnaclewellnessla.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,80,"$20,771",New peptide service announcement Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
507,Batch 7,1,Optimal Health & Wellness — South Carolina,,MD-Supervised,Myrtle Beach,SC,(843) 600-0000,info@optimalhealthsc.com,optimalhealthsc.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,95,"$11,361",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
508,Batch 7,5,Synergy Medical Wellness — Indiana,,MD-Supervised,South Bend,IN,(574) 500-0000,info@synergywellnessin.com,synergywellnessin.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$5,225",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
509,Batch 7,1,Revitalize MD — New Jersey,,MD-Supervised,Cherry Hill,NJ,(856) 500-0000,info@revitalizemdnj.com,revitalizemdnj.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,95,"$24,216",New peptide therapy launch Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
510,Batch 7,1,Longevity Health MD — Maryland,,MD-Supervised,Frederick,MD,(301) 800-0000,info@longevityhealthmd.com,longevityhealthmd.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$23,026",New longevity peptide program launch Jan 2026,Jan 2026,"Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier",Not found
